"Date","s23_obs","s54_obs","s23_stationary_PLS","s54_stationary_PLS","s23_stationary_PCA","s54_stationary_PCA","s23_classic_PCA","s54_classic_PCA","s23_classic_PLS","s54_classic_PLS","s23_stationary_SPCA","s54_stationary_SPCA","s23_stationary_SPLS","s54_stationary_SPLS"
2023-04-01,0.464529843210418,-8.29527292785947,4.55151940967304,2.2121954654469,5.4853367997612,2.85969427165317,5.4878041577516,3.19698045551088,4.65174115482215,2.80577753803321,5.76329944225712,2.86843650056447,2.76643224094067,1.96750312781824
2023-05-01,5.32559608506842,-7.33592277244844,4.33149834724984,2.88053001216382,4.80518921359803,2.83432886772682,2.56807703091716,1.1700202322941,4.32173964080581,1.2831892613127,4.03742402079656,2.6502620004591,6.80774583565077,2.58955521392098
2023-06-01,9.13175463591442,-1.94139134573244,6.78072269180674,4.82561560221219,7.25444343019861,4.52008271182343,4.63884696999225,2.1659859888352,8.25110235594832,3.89722422278361,6.93350342067728,4.51410908908938,9.61213270597952,4.98960776182308
2023-07-01,9.34367294272842,-2.30133221282543,3.82205286593999,1.33344098370865,4.28814741214861,2.04722933006307,4.06913751246262,2.4288499698256,2.8983745735643,1.71996031300467,3.37281415988256,1.76956021234507,10.0310346964233,4.82271020062139
2023-08-01,11.5353153045364,3.2446278696586,1.09770271338219,0.547933782987319,2.81316336558047,1.22385432490214,3.44425884942659,2.16600806832163,2.03316120805013,1.9134182116544,1.54206307414108,0.830608792292738,6.13629291796044,3.65735446905896
2023-09-01,13.1719169145024,-0.16566227139938,0.895172683088152,-0.00870637886962287,2.7610632831235,1.00853275001646,4.35826068895523,2.86312354651885,1.56788833588115,2.05780006409904,0.885653498514197,0.423668500537769,8.38047438763541,4.93337832818793
2023-10-01,21.9715830884274,-1.16243386931937,4.19333817894113,2.43218489754967,5.38230063868343,3.01510311982541,6.67991367822933,3.93246252320259,5.82994483728228,3.99997518192035,4.89982220915524,2.85287629060415,9.50504651287726,5.68115262277657
2023-11-01,14.5123048341644,3.87994055062665,3.13613045662865,2.85100732744443,3.69725483265573,2.5958577927307,3.75004490925245,1.92658817100071,5.98142665036333,3.809910984252,4.52421871505238,2.88709658957984,11.8392744517474,6.59664207986995
2023-12-01,14.6671304136154,4.29215670735066,0.718538113744298,1.08899866227562,2.49334804282916,1.50682133389875,3.89612788632633,2.33247220074834,4.14125996228394,3.91800037256627,1.88507983313245,1.33712473835575,11.1913389805073,7.0253465231544
2024-01-01,14.2628402366804,4.35910894657569,-2.64203044352166,-1.43683318208861,0.0870868552373008,-0.436233379401543,3.46654893042485,2.53281294446908,-0.0231366214422852,2.25786795993031,-1.31645225435625,-0.884008263645051,13.4898070913074,7.83143413335755
2024-02-01,9.68760172279241,7.5615326275437,-0.258956357010143,0.144891885874608,1.29061321746738,0.720132465285554,3.67326390554618,2.34955896638209,3.00187707832523,3.83072211353874,0.655950249547627,0.56501464181214,16.8044098054077,9.6394005473102
2024-03-01,10.7186198291894,8.78653332276072,3.4688141135243,1.34811484413636,3.94194711568341,2.03240649573988,5.48822462908046,3.35530444224392,3.53093953816611,2.37869114531114,5.10237784010586,2.28228782923229,6.17121802287641,3.15351464479032
2024-04-01,11.6076661379894,12.7618231246917,-1.03234198656556,-0.981710197897561,1.71435549558915,0.315474712664694,5.47784805846065,3.78492520706811,0.642255985934433,2.0645332511389,0.98433557335337,-0.0234969735055494,4.83828324320888,3.40731036871534
2024-05-01,14.1383608443054,15.3116461486307,9.38172473223847,6.91417649040866,8.9627601067198,6.28995993478178,7.91587896205595,3.87393785409711,14.1570767818081,8.49751517928269,13.0163907772263,7.49534965151684,9.76623007719036,6.82178726666606
2024-06-01,11.5073765871374,13.2876478052118,8.35314958983857,5.39662853287062,8.37248965539801,5.45981749484158,9.32078874572307,5.07520789429738,12.3698669233526,8.50664569543044,10.874061338049,6.17316816574768,7.56190533971995,6.7170189939795
2024-07-01,15.0758922376024,10.5572687497678,3.15037479378361,2.29803153070757,5.0611116802759,3.02699166663413,7.91608481268656,4.73770206944343,7.57896385789905,6.44619846772553,5.02879913907304,2.96192726354285,4.85289961283278,5.24949974753514
2024-08-01,10.0155923755474,11.1513229511548,4.09958292314576,1.22000141642441,5.75318979319922,2.82141014907182,10.7105207334442,6.76851353312615,6.47044220556901,6.55050795800937,4.19359608150952,2.26519838964582,4.09369386029391,5.50510712755177
2024-09-01,10.9843834475814,15.8004770477038,4.12595258883348,1.87553005782691,6.95908872917963,3.5702146300957,11.5842851794656,7.21965976653203,7.89837943921304,7.16197412946222,5.45495411061626,2.99917755010427,3.81361566760592,5.16793913238696
2024-10-01,11.1690164872524,15.8997597156098,6.63249493411935,4.96207173714386,6.75564345359442,4.75094631093479,7.87952360000165,4.19941687250323,11.9075550754455,8.6062159208303,10.6190500134152,5.83802448723761,1.48950049280228,4.18246997563028
2024-11-01,9.11667164349541,11.7202865123818,5.88656954370362,2.9352788497169,5.90868390728103,3.51770888196972,8.2231737738356,4.81810024773502,8.1396989155341,6.45121953565729,6.68670343180151,3.70187395345672,0.784947077369898,3.33130905445222
2024-12-01,7.09261654386242,12.0978756183129,4.57624102590139,2.60959877181459,5.98215272190767,3.51364598543838,10.2026958116861,6.18241687440139,8.59958551457553,7.3879631070732,7.42192741648936,3.81839116857967,2.66489359816036,4.634375588719
